Protein_Accession
P51575
P51580
P51582
P51589
P51608
P51617
P51648
P51649
P51659
P51665
P51668
P51677
P51679
P51681
P51684
P51685
P51686
P51692
P51784
P51787
P51790
P51812
P51813
P51817
P51828
P51843
P51878
P51946
P51948
P51955
P51956
P51957
P51965
P51970
P51993
P52209
P52292
P52333
P52429
P52564
P52565
P52630
P52655
P52701
P52732
P52757
P52788
P52789
P52790
P52815
P52823
P52895
P52907
P53041
P53350
P53355
P53396
P53539
P53582
P53602
P53609
P53611
P53618
P53634
P53667
P53671
P53778
P53779
P53816
P53985
P54098
P54132
P54136
P54252
P54284
P54289
P54317
P54368
P54577
P54578
P54619
P54646
P54652
P54687
P54707
P54709
P54710
P54750
P54753
P54756
P54760
P54762
P54764
P54819
P54821
P54829
P54840
P54855
P54886
P55011
P55036
P55055
P55058
P55064
P55072
P55085
P55087
P55157
P55201
P55210
P55211
P55212
P55263
P55786
P55795
P55854
P55899
P55957
P56181
P56192
P56199
P56373
P56470
P56524
P56537
P56545
P56556
P56696
P56703
P56704
P56730
P56817
P56937
P57058
P57059
P57078
P57764
P57771
P57789
P58215
P58335
P59533
P59534
P59535
P59536
P59537
P59538
P59539
P59540
P59541
P59542
P59543
P59544
P59551
P59665
P59768
P60033
P60174
P60484
P60520
P60568
P60604
P60709
P60763
P60842
P60866
P60891
P60900
P60903
P60953
P61011
P61019
P61024
P61026
P61073
P61077
P61081
P61086
P61088
P61158
P61160
P61244
P61247
P61254
P61289
P61313
P61353
P61513
P61586
P61604
P61812
P61927
P61956
P61964
P61981
P62070
P62081
P62136
P62140
P62166
P62191
P62195
P62241
P62244
P62249
P62256
P62258
P62263
P62266
P62269
P62273
P62277
P62280
P62330
P62333
P62424
P62508
P62701
P62714
P62745
P62750
P62753
P62805
P62826
P62829
P62834
P62837
P62841
P62847
P62851
P62854
P62857
P62873
P62888
P62891
P62899
P62906
P62910
P62913
P62917
P62937
P62942
P62945
P62955
P62979
P62993
P63000
P63096
P63098
P63104
P63146
P63151
P63165
P63173
P63208
P63220
P63252
P63279
P67775
P67809
P67870
P67936
P68036
P68104
P68106
P68363
P68366
P68371
P68400
P68402
P68871
P69905
P78310
P78325
P78329
P78334
P78348
P78352
P78356
P78362
P78368
P78380
P78396
P78417
P78504
P78508
P78527
P78536
P78540
P78545
P78549
P79483
P80098
P80192
P80365
P80370
P80404
P81605
P83436
P83731
P83881
P83916
P84022
P84077
P84085
P84098
P98073
P98161
P98164
P98170
P98179
P98187
P99999
Q00341
Q00526
Q00532
Q00534
Q00535
Q00536
Q00537
Q00610
Q00613
Q00653
Q00688
Q00765
Q00796
Q00839
Q00975
Q00987
Q01064
Q01094
Q01105
Q01118
Q01201
Q01432
Q01433
Q01469
Q01538
Q01543
Q01650
Q01668
Q01718
Q01726
Q01813
Q01844
Q01860
Q01959
Q01974
Q02083
Q02108
Q02127
Q02153
Q02156
Q02224
Q02241
Q02318
Q02543
Q02641
Q02643
Q02750
Q02763
Q02779
Q02790
Q02878
Q02880
Q02928
Q02952
Q03111
Q03113
Q03135
Q03164
Q03181
Q03405
Q03431
Q03518
Q03519
Q03721
Q03933
Q04206
Q04609
Q04637
Q04721
Q04756
Q04759
Q04760
Q04771
Q04828
Q04844
Q04864
Q04912
Q04917
Q05193
Q05209
Q05329
Q05397
Q05469
Q05513
Q05586
Q05639
Q05655
Q05823
Q05901
Q05923
Q05932
Q05940
Q05BQ5
Q06124
Q06187
Q06203
Q06210
Q06278
Q06323
Q06330
Q06418
Q06432
Q06495
Q06520
Q06609
Q06830
Q07001
Q07002
Q07020
Q07065
Q07075
Q07108
Q07157
Q07343
Q07699
Q07812
Q07817
Q07820
Q07869
Q07889
Q07890
Q07912
Q07973
Q08050
Q08188
Q08209
Q08257
Q08289
Q08345
Q08357
Q08397
Q08462
Q08477
Q08493
Q08499
Q08722
Q08752
Q08828
Q08881
Q08ET2
Q08J23
Q09013
Q09028
Q09327
Q09428
Q09470
Q09472
Q09666
Q0WX57
Q10469
Q10471
Q10472
Q10567
Q10713
Q10981
Q11128
Q11130
Q11201
Q11203
Q12756
Q12770
Q12772
Q12778
Q12791
Q12797
Q12802
Q12809
Q12830
Q12834
Q12840
Q12851
Q12852
Q12866
Q12879
Q12882
Q12884
Q12888
Q12904
Q12905
Q12908
Q12923
Q12931
Q12974
Q13002
Q13003
Q13009
Q13011
Q13043
Q13057
Q13085
Q13087
Q13093
Q13107
Q13115
Q13118
Q13126
Q13131
Q13133
Q13148
Q13153
Q13155
Q13162
Q13163
Q13164
Q13177
Q13183
Q13185
Q13188
Q13191
Q13200
Q13224
Q13231
Q13233
Q13237
Q13255
Q13258
Q13261
Q13263
Q13285
Q13304
Q13309
Q13310
Q13315
Q13322
Q13324
Q13332
Q13336
Q13342
Q13347
Q13351
Q13363
Q13370
Q13393
Q13395
Q13404
Q13409
Q13418
Q13422
Q13427
Q13435
Q13443
Q13444
Q13451
Q13464
Q13467
Q13470
Q13480
Q13489
Q13490
Q13501
Q13507
Q13509
Q13510
Q13523
Q13526
Q13535
Q13541
Q13546
Q13547
Q13554
Q13555
Q13557
Q13563
Q13564
Q13574
Q13586
Q13609
Q13616
Q13617
Q13618
Q13619
Q13620
Q13627
Q13639
Q13698
Q13702
Q13705
Q13733
Q13772
Q13797
Q13822
Q13835
Q13873
Q13882
Q13885
Q13887
Q13936
Q13946
Q13951
Q13956
Q13972
Q13976
Q14003
Q14004
Q14012
Q14103
Q14118
Q14123
Q14145
Q14157
Q14164
Q14185
Q14186
Q14188
Q14191
Q14242
Q14247
Q14249
Q14289
Q14330
Q14332
Q14376
Q14397
Q14416
Q14432
Q14435
Q14444
Q14451
Q14457
Q14498
Q14524
Q14534
Q14541
Q14542
Q14566
Q14571
Q14573
Q14576
Q14642
Q14643
Q14653
Q14654
Q14680
Q14683
Q14694
Q14697
Q14703
Q14721
Q14722
Q14749
Q14761
Q14765
Q14781
Q14790
Q14807
Q14831
Q14832
Q14833
Q14839
Q14849
Q14914
Q14916
Q14940
Q14957
Q14973
Q14974
Q14994
Q14995
Q14CN2
Q15007
Q15008
Q15022
Q15046
Q15047
Q15049
Q15059
Q15067
Q15077
Q15078
Q15084
Q15102
Q15109
Q15116
Q15118
Q15119
Q15120
Q15125
Q15131
Q15139
Q15149
Q15172
Q15185
Q15208
Q15257
Q15291
Q15303
Q15326
Q15349
Q15365
Q15366
Q15369
Q15370
Q15375
Q15382
Q15389
Q15391
Q15392
Q15393
Q15399
Q15406
Q15413
Q15418
Q15436
Q15465
Q15466
Q15475
Q15544
Q15554
Q15561
Q15562
Q15569
Q15582
Q15599
Q15633
Q15652
Q15661
Q15678
Q15717
Q15722
Q15743
Q15746
Q15750
Q15758
Q15759
Q15760
Q15761
Q15773
Q15788
Q15796
Q15811
Q15822
Q15825
Q15831
Q15835
Q15842
Q15843
Q15858
Q15878
Q15904
Q15910
Q15942
Q16099
Q16186
Q16204
Q16206
Q16236
Q16288
Q16322
Q16348
Q16445
Q16478
Q16512
Q16513
Q16526
Q16527
Q16531
Q16539
Q16543
Q16548
Q16549
Q16552
Q16555
Q16558
Q16566
Q16570
Q16572
Q16576
Q16581
Q16584
Q16595
Q16602
Q16611
Q16620
Q16621
Q16637
Q16644
Q16647
Q16651
Q16654
Q16658
Q16659
Q16665
Q16678
Q16690
Q16696
Q16706
Q16718
Q16719
Q16739
Q16740
Q16760
Q16762
Q16769
Q16773
Q16774
Q16775
Q16790
Q16795
Q16798
Q16816
Q16819
Q16820
Q16822
Q16827
Q16828
Q16831
Q16832
Q16850
Q16853
Q16873
Q16875
Q16877
Q16880
Q16891
Q17R98
Q2I0M4
Q2M1P5
Q2M2H8
Q2M2I8
Q2M385
Q2M3G0
Q2NL67
Q32MK0
Q32MZ4
Q3MHD2
Q3MIX3
Q3SYC2
Q3ZCM7
Q3ZCQ8
Q460N3
Q460N5
Q495T6
Q49AN0
Q4FZB7
Q4G0J3
Q4G176
Q4J6C6
Q4U2R8
Q4VC05
Q4VCS5
Q52WX2
Q53EL6
Q53GL7
Q53GQ0
Q56A73
Q56UN5
Q58A45
Q58F21
Q58FF8
Q59H18
Q5BJF2
Q5H9R7
Q5HYI8
Q5JRX3
Q5JUK3
Q5JUR7
Q5JUX0
Q5MAI5
Q5MY95
Q5NUL3
Q5QJU3
Q5QNW6
Q5R387
Q5S007
Q5SWA1
Q5T3U5
Q5T4S7
Q5TC84
Q5TCH4
Q5TCQ9
Q5TCX8
Q5TCY1
Q5TFE4
Q5TGZ0
Q5U5Z8
Q5VST6
Q5VT25
Q5VT66
Q5VTY9
Q5VU57
Q5VVY1
Q5VW38
Q5VWG9
Q5VWK5
Q5VWQ8
Q5VWZ2
Q5VYK3
Q5XG87
Q5XXA6
Q68CZ2
Q68DU8
Q693B1
Q6B0I6
Q6DHV7
Q6DT37
Q6DWJ6
Q6EIG7
Q6FI81
Q6GMR7
Q6GPI1
Q6IQ20
Q6IQ55
Q6J4K2
Q6JQN1
Q6L8Q7
Q6N021
Q6NVY1
Q6NXG1
Q6NYC1
Q6P0Q8
Q6P179
Q6P1M0
Q6P2M8
Q6P2P2
Q6P3R8
Q6P5Z2
Q6P6C2
Q6P988
Q6PCB7
Q6PEY2
Q6PH85
Q6PHR2
Q6PIU1
Q6PIU2
Q6PJP8
Q6PL18
Q6QHF9
Q6R327
Q6RI45
Q6SA08
Q6SJ93
Q6SZW1
Q6TGC4
Q6UB35
Q6UW60
Q6UWR7
Q6UWV6
Q6UXS9
Q6V1X1
Q6VAB6
Q6VVX0
Q6W2J9
Q6W5P4
Q6XQN6
Q6XUX3
Q6XZF7
Q6Y7W6
Q6YP21
Q6ZMC9
Q6ZMT4
Q6ZN16
Q6ZN17
Q6ZN18
Q6ZNB5
Q6ZQN7
Q6ZQW0
Q6ZSR9
Q6ZVD8
Q6ZWB6
Q6ZWH5
Q709F0
Q70CQ3
Q70Z44
Q71DI3
Q71U36
Q76MJ5
Q7KZF4
Q7KZI7
Q7L2E3
Q7L7X3
Q7L9L4
Q7LBC6
Q7LBE3
Q7LG56
Q7RTN6
Q7RTR8
Q7RTT9
Q7RTX0
Q7RTX1
Q7Z2E3
Q7Z2H8
Q7Z2K8
Q7Z2W7
Q7Z3E1
Q7Z3S7
Q7Z3U7
Q7Z406
Q7Z418
Q7Z449
Q7Z4H4
Q7Z4V5
Q7Z5W3
Q7Z601
Q7Z6Z7
Q86SG6
Q86SK9
Q86SR1
Q86TI2
Q86TP1
Q86TW2
Q86TX2
Q86U44
Q86U86
Q86UE8
Q86UX6
Q86V24
Q86V81
Q86V86
Q86VL8
Q86VZ5
Q86W10
Q86W47
Q86W56
Q86WA6
Q86WV6
Q86X55
Q86X76
Q86XP0
Q86XP1
Q86XP3
Q86Y07
Q86Y39
Q86Y97
Q86YI8
Q86YT5
Q86YV6
Q86YV9
Q86Z02
Q8IU80
Q8IU85
Q8IUR0
Q8IV08
Q8IV61
Q8IVH8
Q8IVT2
Q8IVT5
Q8IVW4
Q8IW41
Q8IWE4
Q8IWQ3
Q8IWT3
Q8IWU9
Q8IXJ6
Q8IXL6
Q8IY17
Q8IY84
Q8IYD1
Q8IYL9
Q8IYT8
Q8IZ83
Q8IZD2
Q8IZK6
Q8IZL8
Q8IZL9
Q8IZS8
Q8IZX4
Q8N122
Q8N130
Q8N183
Q8N1C3
Q8N1Q1
Q8N2K0
Q8N371
Q8N3A8
Q8N474
Q8N4C8
Q8N539
Q8N543
Q8N568
Q8N573
Q8N5C8
Q8N5K1
Q8N5S9
Q8N5Y8
Q8N5Z0
Q8N6T7
Q8N752
Q8N884
Q8N8A2
Q8N8U2
Q8NA19
Q8NB16
Q8NB46
Q8NB78
Q8NB90
Q8NBP7
Q8NCC3
Q8NCG7
Q8NCL4
Q8NCM2
Q8ND76
Q8NDF8
Q8NE63
Q8NEB9
Q8NEC5
Q8NER1
Q8NET8
Q8NEV1
Q8NEV4
Q8NEZ4
Q8NF37
Q8NFD2
Q8NFI3
Q8NFJ6
Q8NFM4
Q8NFP7
Q8NFU5
Q8NFU7
Q8NFV4
Q8NG66
Q8NG68
Q8NHM5
Q8NHU3
Q8NI60
Q8NI77
Q8TAA3
Q8TAE7
Q8TAF3
Q8TAV3
Q8TAX0
Q8TB45
Q8TBC4
Q8TBX8
Q8TC07
Q8TCC7
Q8TCG1
Q8TCG2
Q8TCT1
Q8TCT7
Q8TCT8
Q8TCT9
Q8TCU5
Q8TCW9
Q8TD08
Q8TD19
Q8TD30
Q8TD43
Q8TDC3
Q8TDD5
Q8TDN1
Q8TDN2
Q8TDN7
Q8TDQ0
Q8TDR2
Q8TDS4
Q8TDS5
Q8TDU6
Q8TDU9
Q8TDV0
Q8TDV5
Q8TDX5
Q8TDX6
Q8TDX7
Q8TE04
Q8TE23
Q8TEK3
Q8TET4
Q8TF66
Q8TF76
Q8WTQ7
Q8WTS6
Q8WTT0
Q8WTV0
Q8WTW3
Q8WU08
Q8WUH6
Q8WUI4
Q8WUK0
Q8WUM9
Q8WVY7
Q8WW43
Q8WWL7
Q8WWQ0
Q8WWR8
Q8WWT9
Q8WWX8
Q8WXA8
Q8WXB1
Q8WXD0
Q8WXE1
Q8WXR4
Q8WXS5
Q8WY07
Q8WYB5
Q8WYR1
Q8WZA0
Q8WZA2
